Sample	Chromosome	Start.bp	End.bp	NUM.SNPs	Seg.CN
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	79676837	91740874	889	0.0135577917098999
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	91740938	91745444	2	0.672069787979126
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	91747281	98553849	976	-0.000714808702468872
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	98554008	99403615	103	0.333554744720459
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	99421578	99423413	5	0.930260419845581
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	14	99429047	106318151	393	0.0447587966918945
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	18446422	28800086	573	-0.1140016913414
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	28914227	32188231	381	0.132574439048767
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	32191555	36361598	299	-0.0713366270065308
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	36380031	36833223	60	-1.39238005876541
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	36833504	36846703	2	-2.10796523094177
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	36859739	38033128	134	-1.30957835912704
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38057092	38068976	4	-2.14117074012756
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38069064	38088392	2	-0.683455348014832
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38088462	38148033	4	-1.51584959030151
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38164384	38164922	2	-0.745728135108948
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38166322	38197537	4	-1.79671287536621
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38239074	38450393	21	-0.0805587768554688
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	38459249	38993922	49	0.441750407218933
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	39044616	39647365	34	-0.438840389251709
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	39669675	41314528	133	-0.103175818920135
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	41316922	42506914	56	-0.433011680841446
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	42606873	55209311	1066	-0.0967521965503693
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	55279110	56962520	254	0.270869433879852
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	57091927	71543937	1474	-0.105690002441406
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	71607122	75809142	279	0.430521845817566
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	75813380	85282842	925	0.220761299133301
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	85322907	88075146	358	0.350644648075104
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	88105273	96442178	841	0.210747599601746
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	96462745	98016953	157	0.873853206634521
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	98019692	99584345	165	0.667141914367676
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	15	99593443	100210760	61	0.193769693374634
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	26671	21460844	2471	0.0395947694778442
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	21527771	22268118	25	0.459567189216614
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	22297762	56392233	2005	0.0733500719070435
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	56408307	56500818	9	0.584700584411621
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	56501208	75927639	1590	0.10787308216095
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	75930540	75930762	4	-0.771096736192703
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	16	75932683	88684276	2181	0.142661929130554
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	6888	8090083	695	-0.555006384849548
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	8101874	22069633	1175	-0.416678786277771
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	22367498	37783361	1210	0.303769588470459
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	37787601	37815105	10	0.735316038131714
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	37871777	71439553	2773	0.280943274497986
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	71457552	71461513	5	0.999254941940308
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	71471452	74723649	305	0.251854181289673
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	74740493	74749078	3	0.888858675956726
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	74757811	74757985	2	-1.45085936784744
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	17	74774728	78605474	245	0.298155546188354
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	150887	3259333	278	-0.0801659226417542
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	3267691	6016185	255	-0.779343724250793
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	6026141	8241524	236	0.164391994476318
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	8261135	13481039	582	0.636370658874512
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	13494354	18518339	213	0.145503878593445
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	18563010	20390749	157	0.874604344367981
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	20390828	44907378	2084	0.60716837644577
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	44949547	53448706	922	-0.562270164489746
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	53476197	57923565	463	0.571483969688416
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	57986988	64882113	503	0.071484923362732
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	64902064	64902105	2	-3.52364957332611
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	64902464	64902589	2	-1.73044526576996
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	64903434	64903434	1	-4.52311992645264
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	64922370	73284898	822	0.0793660283088684
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	18	73285152	76104900	212	0.304959774017334
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	228776	10774354	616	-0.395519584417343
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	10788540	16902172	370	-0.110779792070389
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	16915563	24297477	418	-0.539023637771606
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	32690406	40415864	812	0.216710448265076
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	40429733	42066106	83	0.67620050907135
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	42075734	49790431	461	0.261282205581665
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	49796806	51161322	67	0.727535128593445
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	51162145	51162274	2	-0.5330690741539
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	51222090	52080146	36	0.709305703639984
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	19	52138402	63785051	839	0.247807502746582
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	95685	2819015	389	1.10603857040405
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	2822969	8512915	664	0.889097332954407
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	8512967	29617898	2124	0.460734903812408
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	29620039	29834553	15	0.9998300075531
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	29854555	32295792	206	0.551232814788818
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	32306018	36498050	287	0.376073122024536
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	36511034	45265004	981	0.675049066543579
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	20	45321701	62374173	1895	0.13891339302063
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	9941889	35140644	1732	0.139629483222961
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	35163799	38744520	438	-0.401150703430176
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	38749096	38749309	2	-1.98443901538849
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	38752426	41332277	387	-0.370259940624237
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	41332614	41332735	2	-2.64767837524414
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	21	41344054	46902240	628	-0.386500507593155
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	14433758	17012376	189	0.630323648452759
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	17270967	18496972	128	-0.111994534730911
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	18520295	19429478	43	0.550031423568726
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	19432490	19692849	26	-0.176671981811523
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	19693960	20718120	50	0.504510164260864
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	20727771	22185154	139	-0.516719043254852
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	22185522	23795240	168	0.49194210767746
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	23808292	25735992	326	-0.523931324481964
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	25760078	25760158	2	-1.96533286571503
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	25765086	35821491	1191	-0.538523077964783
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	35839790	35863014	4	-0.0164506435394287
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	35863232	40213740	287	-0.528095006942749
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	22	40225355	49576671	1134	-0.0830349624156952
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	18654	1713118	71	-1.1835001707077
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	1713143	1793290	4	-0.234978020191193
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	1816145	2605450	71	-1.28255951404572
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	2614674	2614674	1	-3.17805409431458
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	2618640	2618640	1	0.765206813812256
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	2624082	9925292	378	-0.958833187818527
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	9969003	10302329	33	-0.123850405216217
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	10370089	12831931	127	-0.87893432378769
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	12832580	12850809	2	-2.0872591137886
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	12859359	23428971	413	-0.929387032985687
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	23436997	23437816	2	-0.0293901562690735
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	23468166	26833326	135	-0.923552989959717
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	26973091	27177110	11	-0.216343700885773
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	27206134	45525451	617	-0.902585566043854
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	45527548	45610063	3	-1.75329303741455
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	45629668	55043273	197	-0.94411587715149
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	55218526	58268026	57	1.02066206932068
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	58299943	81656714	413	0.243271589279175
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	81835319	94583555	265	0.647497177124023
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	94659552	95825733	39	1.11519026756287
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	95913806	132843934	1150	0.675590455532074
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	132903599	149370411	613	0.825056791305542
DRAWS_p_Sty11_Mapping250K_Sty_B02_66542	23	149374751	154569169	217	0.525567770004272
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	742429	15635927	1362	-0.151839166879654
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	15686773	16649391	67	0.102137804031372
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	16666734	31941466	1567	-0.13398814201355
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	31950291	34091377	154	0.0796342492103577
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	34100169	36793663	234	-0.149667054414749
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	36813656	46027591	921	0.0973974466323853
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	46034716	56291611	954	-0.136796593666077
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	56304011	58254617	297	-0.24009782075882
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	58254929	58255708	4	-0.709588438272476
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	58256865	61394875	330	-0.200116157531738
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	61398707	63760953	201	-0.0132132768630981
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	63761072	66281602	259	-0.223775744438171
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	66281702	77278805	916	-0.0840283334255219
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	77279618	77281339	3	1.15605974197388
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	77317331	85223508	626	0.0027015209197998
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	85240907	87060799	169	0.443451881408691
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	87073749	90228685	271	0.111055254936218
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	90274257	91899860	166	0.407781302928925
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	91924348	119102340	2332	0.144289791584015
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	119108389	119493717	31	-0.177542448043823
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	119501747	157338732	1065	0.041892409324646
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	157348994	160369802	326	0.231060445308685
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	160369894	163918561	438	-0.019907146692276
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	163921475	163921493	2	-2.11888265609741
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	163933072	216439216	4841	-0.0250914692878723
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	216439297	224901837	717	0.19731616973877
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	224902659	224902700	2	-0.70308929681778
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	224908329	230573395	602	0.146569550037384
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	230580065	235725770	642	-0.0583207011222839
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	1	235735959	247135059	839	0.131543040275574
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	2994	6002185	609	0.0528044700622559
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	6002367	11429880	611	-0.163927853107452
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	11430016	13368216	218	0.075954794883728
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	13409519	16980665	390	-0.128152668476105
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	16985109	29099885	1125	-0.0422804355621338
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	29101349	29101501	2	0.80223423242569
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	29102108	43655415	1495	-0.0352876782417297
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	43660422	59105820	1371	0.0391377210617065
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	59113908	59114072	2	-0.954257011413574
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	59182266	110206673	3418	0.0558087825775146
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	110220643	110312932	6	-1.03818637132645
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	111163917	132932549	1804	0.0527840852737427
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	132932784	132932883	2	-0.870992213487625
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	132936633	141478435	727	0.0444974899291992
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	141548809	145433351	219	-0.136709630489349
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	145455005	145456026	2	-0.947770446538925
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	145495036	149931207	228	-0.177852809429169
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	149959181	211986463	4182	0.0679823160171509
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	2	212051440	242663303	2771	0.145626783370972
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	41866	13880001	1797	0.274252533912659
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	13882067	39170968	2112	0.0200256705284119
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	39171556	52897661	1088	-0.129301428794861
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	53003415	53014495	3	-0.679444432258606
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	53045502	76841496	2447	-0.155848801136017
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	76887511	80383435	147	-0.467916786670685
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	80385202	80399557	2	-1.1767892241478
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	80442545	80958369	28	-0.538424253463745
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	80983430	118560026	1790	-0.134883254766464
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	118564666	120031611	124	0.0573058724403381
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	120032034	120032307	2	-0.887546062469482
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	120032880	132657625	1130	0.0797392725944519
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	132686563	150142057	1420	0.155896961688995
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	150158627	151799644	128	0.481105446815491
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	151800326	181152142	1819	0.147160768508911
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	181154519	181163007	2	-0.700437128543854
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	3	181163244	199284641	1374	0.134689092636108
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	26568	3615870	214	-0.0149731934070587
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	3633041	18390100	1905	-0.132329106330872
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	18391414	30429864	955	-0.186261832714081
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	30454457	42803278	942	0.0634620189666748
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	42841535	42842271	3	-1.8153715133667
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	42902511	47298612	209	-0.0401017069816589
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	47302053	47302262	2	0.70220410823822
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	47305922	107132804	3670	-0.0167372822761536
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	107136183	116726613	581	-0.111130237579346
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	116726657	150503382	1996	-0.0301870703697205
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	150514489	151464904	47	0.268304824829102
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	151486993	183124795	2105	-0.0244824886322021
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	183138038	184808079	133	0.166993737220764
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	184814342	190351043	452	-0.0431039333343506
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	190351849	190351849	1	-0.848936080932617
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	4	190362801	191012638	43	-0.0868844985961914
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	165712	738504	42	0.292600452899933
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	752190	815465	5	0.86721420288086
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	843757	1353584	37	0.274208307266235
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	1378767	1378803	2	-0.690429598093033
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	1404538	6652940	795	0.278039932250977
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	6657952	6657970	2	-0.825116693973541
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	6661629	10575013	559	0.268339395523071
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	10578616	15772350	508	0.164566099643707
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	15773075	15773106	2	0.789376497268677
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	15773478	57018072	2595	0.0327128171920776
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	57042288	80095772	1864	-0.119759410619736
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	80108358	83776330	263	0.078343152999878
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	83813535	107882129	1228	-0.103863716125488
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	107883103	107883103	1	1.34217929840088
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	107883257	108686797	65	0.339053630828857
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	108694666	127739955	1631	0.0417685508728027
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	127749077	127805296	2	0.748703598976135
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	127858092	153042926	2447	0.0395833253860474
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	153043107	166092325	1234	-0.134546935558319
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	5	166107868	180624927	1607	0.0160870552062988
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	110391	3555380	443	0.23970890045166
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	3567750	5607598	314	0.0841020941734314
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	5609197	5609387	2	-0.615718007087708
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	5611063	21819470	1734	0.06855708360672
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	21838856	21839073	2	-1.42164218425751
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	21904220	33695421	1329	0.087061882019043
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	33695704	37368679	358	-0.0860297679901123
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	37395914	37395914	1	-1.1193380355835
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	37398819	46397680	974	0.00348305702209473
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	46411961	55783622	769	-0.137074887752533
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	55795273	69006095	513	0.0101597309112549
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	69044566	75970291	476	0.17614358663559
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	75970440	106541962	2022	-0.145457684993744
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	106542037	106604585	3	0.438961029052734
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	106619473	106620023	2	-0.394056379795074
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	106620073	107721361	110	0.0843527913093567
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	107742149	124084945	1151	-0.139304459095001
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	124130871	136807152	942	0.055030107498169
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	136809626	148332638	816	0.13017463684082
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	148334072	159263351	1064	-0.130743831396103
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	6	159265315	170747902	1297	-0.202004313468933
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	145340	2965337	191	0.0312240123748779
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	2965622	16970912	1124	-0.119933634996414
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	16987767	17005583	2	-1.08244228363037
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	17028309	25685143	876	-0.115371376276016
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	25685273	25737449	7	-0.600154936313629
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	25737676	44451076	1927	-0.136562407016754
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	44453405	44453469	2	-0.880291938781738
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	44476224	49609714	516	-0.153951197862625
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	49609857	71349003	1332	-0.0102200210094452
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	71349211	97750177	1474	0.152956545352936
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	97773607	109872970	771	0.00254666805267334
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	109916381	110049122	11	-0.865019142627716
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	110088582	126901791	867	-0.000190675258636475
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	126912730	140062030	1175	0.171320199966431
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	7	140102533	158819393	1605	-0.181626439094543
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	189547	3898299	527	-0.20644998550415
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	3909229	17070140	1582	0.0321643948554993
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	17080572	19200380	292	-0.194685816764832
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	19201018	19201465	2	-0.97812083363533
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	19201610	33012863	1657	-0.171735823154449
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	33028233	37001202	273	0.0297766923904419
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	37001389	39008108	166	0.276358008384705
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	39043554	40372717	88	-0.0273395180702209
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	40373022	40373577	2	-1.2151945233345
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	40373942	53069434	570	0.0264832973480225
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	53077062	61637828	726	-0.079067200422287
DRAWS_p_Sty11_Mapping250K_Sty_B03_66558	8	61645215	73978732	885	0.121607303619385
